   0.39210,   0.00637,   0.47651,   0.36006,   0.54009,   0.47651
   0.73902,   0.06962,   0.50671,   0.51087,   0.76630,   0.50671
   0.59772,   0.02167,   0.46980,   0.39259,   0.58889,   0.46980
   0.66506,   0.09642,   0.44966,   0.52319,   0.78478,   0.44966
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.69164,   0.00574,   0.12752,   0.26782,   0.40172,   0.12752
   0.45088,   0.01285,   0.35570,   0.25575,   0.38362,   0.35570
   0.87924,   0.14203,   0.50336,   0.38547,   0.57821,   0.50336
   0.52980,   0.05611,   0.52013,   0.35911,   0.53866,   0.52013
   0.47687,  -0.00775,   0.34564,   0.49261,   0.73892,   0.34564
   0.48926,  -0.00850,   0.40268,   0.23333,   0.35000,   0.40268
   0.17103,  -0.21605,   0.33893,   0.14511,   0.21767,   0.33893
   0.61443,  -0.06462,   0.41946,   0.24239,   0.36358,   0.41946
   0.84956,   0.14545,   0.52685,   0.52418,   0.78627,   0.52685
   0.46570,  -0.01416,   0.39933,   0.49587,   0.74380,   0.39933
   0.73551,   0.31126,   0.65101,   0.48773,   0.73160,   0.65101
   0.46358,   0.04050,   0.48322,   0.35839,   0.53758,   0.48322
   0.37097,  -0.02153,   0.12416,   0.37214,   0.55820,   0.12416
   0.36354,   0.03067,   0.46980,   0.17610,   0.26415,   0.46980
   0.33179,   0.03514,   0.49329,   0.36573,   0.54859,   0.49329
   0.48984,   0.04348,   0.48322,   0.50794,   0.76190,   0.48322
   0.60880,   0.02214,   0.11074,   0.22917,   0.34375,   0.11074
   0.36656,  -0.02564,   0.32886,   0.48756,   0.73134,   0.32886
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.47647,  -0.03258,   0.30872,   0.48532,   0.72798,   0.30872
   0.83375,   0.21875,   0.58054,   0.48426,   0.72639,   0.58054
   0.58209,   0.11047,   0.48658,   0.39459,   0.59188,   0.48658
   0.71943,   0.14570,   0.56711,   0.43241,   0.64862,   0.56711
   0.56633,   0.07514,   0.46309,   0.37196,   0.55794,   0.46309
   0.30701,  -0.26214,   0.34564,   0.22535,   0.33803,   0.34564
   0.70582,   0.07965,   0.47651,   0.35112,   0.52668,   0.47651
   0.48701,   0.03268,   0.50336,   0.34720,   0.52080,   0.50336
   0.82929,   0.35562,   0.64430,   0.53044,   0.79566,   0.64430
   0.48768,  -0.00328,   0.48658,   0.33271,   0.49906,   0.48658
   0.59610,   0.01818,   0.45638,   0.33715,   0.50573,   0.45638
   0.37359,  -0.09034,   0.41275,   0.30184,   0.45276,   0.41275
   0.78668,   0.06623,   0.52685,   0.50699,   0.76049,   0.52685
   0.33665,  -0.03704,   0.34228,   0.20865,   0.31297,   0.34228
   0.85766,   0.20743,   0.57047,   0.43778,   0.65667,   0.57047
   0.40831,   0.04819,   0.46980,   0.32324,   0.48486,   0.46980
   0.26598,  -0.08247,   0.29530,   0.20754,   0.31131,   0.29530
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.67344,   0.00000,   0.46644,   0.30664,   0.45996,   0.46644
   0.34458,  -0.15217,   0.28859,   0.45345,   0.68018,   0.28859
   0.37435,  -0.03268,   0.46980,   0.32233,   0.48350,   0.46980
   0.61006,   0.10063,   0.52013,   0.40012,   0.60018,   0.52013
   0.67682,   0.12081,   0.56040,   0.62994,   0.62994,   0.56040
   0.57452,   0.08738,   0.52685,   0.37768,   0.56652,   0.52685
