   0.70796,  -0.05333,   0.47333,   0.43004,   0.43004
   0.98941,   0.86333,   0.93167,   0.93695,   0.93695
   0.95126,   0.78333,   0.89167,   0.89912,   0.89912
   0.98086,   0.83667,   0.91833,   0.92039,   0.92039
   0.84466,   0.05333,   0.52667,   0.56469,   0.56469
   0.27458,  -0.01667,   0.49167,   0.43832,   0.43832
   0.40914,  -0.01333,   0.49333,   0.44828,   0.44828
   0.96601,   0.78333,   0.89167,   0.89536,   0.89536
   0.38867,  -0.02333,   0.48833,   0.46710,   0.46710
   0.01053,  -0.91000,   0.04500,   0.04495,   0.04495
   0.99220,   0.92333,   0.96167,   0.96208,   0.96208
   0.95697,   0.79667,   0.89833,   0.90518,   0.90518
   0.83928,   0.39333,   0.69667,   0.78969,   0.78969
   0.97140,   0.84000,   0.92000,   0.92227,   0.92227
   0.44009,  -0.00667,   0.49667,   0.47136,   0.47136
   0.37274,  -0.16000,   0.42000,   0.30593,   0.30593
   0.89322,   0.02000,   0.51000,   0.58591,   0.58591
   0.03897,  -0.82667,   0.08667,   0.08063,   0.08063
   0.82668,   0.02333,   0.51167,   0.52399,   0.52399
   0.26092,   0.02000,   0.51000,   0.54677,   0.54677
   0.41755,  -0.01000,   0.49500,   0.45460,   0.45460
   0.46503,  -0.07667,   0.46167,   0.37222,   0.37222
   0.96345,   0.85667,   0.92833,   0.92891,   0.92891
   0.02472,  -0.84667,   0.07667,   0.07620,   0.07620
   0.02928,  -0.42000,   0.29000,   0.21486,   0.21486
   0.87824,   0.09333,   0.54667,   0.67921,   0.67921
   0.46815,  -0.11333,   0.44333,   0.39278,   0.39278
   0.01294,  -0.92667,   0.03667,   0.03566,   0.03566
   0.50716,   0.00333,   0.50167,   0.51513,   0.51513
   0.03763,  -0.79333,   0.10333,   0.10220,   0.10220
   0.95911,   0.82000,   0.91000,   0.91310,   0.91310
   0.98636,   0.88000,   0.94000,   0.94159,   0.94159
   0.99149,   0.90667,   0.95333,   0.95335,   0.95335
   0.96333,   0.81333,   0.90667,   0.90974,   0.90974
   0.69248,   0.03667,   0.51833,   0.56348,   0.56348
   0.03311,  -0.83333,   0.08333,   0.08214,   0.08214
   0.94645,   0.79333,   0.89667,   0.90313,   0.90313
   0.05215,  -0.78000,   0.11000,   0.10220,   0.10220
   0.02164,  -0.87667,   0.06167,   0.06166,   0.06166
   0.37256,   0.02333,   0.51167,   0.55041,   0.55041
   0.78523,   0.00000,   0.50000,   0.50000,   0.50000
   0.55412,  -0.01333,   0.49333,   0.44273,   0.44273
   0.33680,   0.04333,   0.52167,   0.61055,   0.61055
   0.69269,   0.07333,   0.53667,   0.58286,   0.58286
   0.58757,   0.03333,   0.51667,   0.56696,   0.56696
   0.65548,   0.00000,   0.50000,   0.50000,   0.50000
   0.03273,  -0.78333,   0.10833,   0.10411,   0.10411
