   0.52928,  -0.04846,   0.39899,   0.28592,   0.42888,   0.39899
   0.49051,   0.10145,   0.53030,   0.38815,   0.58222,   0.53030
   0.39991,   0.06726,   0.47475,   0.36283,   0.54425,   0.47475
   0.61881,  -0.00422,   0.39899,   0.33981,   0.50972,   0.39899
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.57479,   0.00353,   0.28788,   0.34471,   0.51706,   0.28788
   0.56872,   0.07317,   0.42424,   0.38280,   0.57421,   0.42424
   0.57719,   0.19184,   0.50000,   0.48078,   0.72117,   0.50000
   0.51520,  -0.00405,   0.37374,   0.33630,   0.50445,   0.37374
   0.46393,   0.00855,   0.41414,   0.35471,   0.53206,   0.41414
   0.41929,  -0.09483,   0.35859,   0.28219,   0.42328,   0.35859
   0.52806,  -0.01370,   0.43939,   0.32597,   0.48895,   0.43939
   0.51474,  -0.17647,   0.29293,   0.20572,   0.30859,   0.29293
   0.55540,   0.07907,   0.50000,   0.44405,   0.66608,   0.50000
   0.40756,  -0.11207,   0.34848,   0.27286,   0.40929,   0.34848
   0.63667,   0.12281,   0.49495,   0.39154,   0.58732,   0.49495
   0.47352,   0.01695,   0.41414,   0.35090,   0.52635,   0.41414
   0.46679,  -0.01875,   0.17677,   0.31830,   0.47745,   0.17677
   0.65713,   0.14035,   0.50505,   0.42536,   0.63804,   0.50505
   0.37593,   0.02024,   0.38889,   0.35605,   0.53408,   0.38889
   0.52607,   0.08837,   0.50505,   0.37748,   0.56623,   0.50505
   0.48653,   0.02053,   0.15657,   0.37410,   0.56116,   0.15657
   0.38409,  -0.07759,   0.36869,   0.27955,   0.41932,   0.36869
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.47592,  -0.16667,   0.32828,   0.25972,   0.38958,   0.32828
   0.71248,   0.14035,   0.50505,   0.38848,   0.58272,   0.50505
   0.46827,   0.01382,   0.45960,   0.32596,   0.48894,   0.45960
   0.62239,   0.01754,   0.43434,   0.31964,   0.47946,   0.43434
   0.38052,  -0.11211,   0.37374,   0.24039,   0.36059,   0.37374
   0.37802,  -0.02041,   0.36869,   0.34446,   0.51669,   0.36869
   0.61193,   0.22124,   0.55556,   0.49563,   0.74345,   0.55556
   0.44582,  -0.01266,   0.39394,   0.34288,   0.51432,   0.39394
   0.53510,   0.14655,   0.50000,   0.40726,   0.61089,   0.50000
   0.47153,   0.11489,   0.47475,   0.44444,   0.66667,   0.47475
   0.50423,   0.00444,   0.43434,   0.34737,   0.52105,   0.43434
   0.53311,  -0.04314,   0.32828,   0.29882,   0.44823,   0.32828
   0.58877,   0.16279,   0.54545,   0.43954,   0.65931,   0.54545
   0.45842,  -0.02632,   0.40909,   0.31549,   0.47324,   0.40909
   0.67274,   0.07884,   0.43939,   0.35612,   0.53417,   0.43939
   0.50770,  -0.02685,   0.22727,   0.30184,   0.45276,   0.22727
   0.53393,  -0.00457,   0.44444,   0.33413,   0.50120,   0.44444
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.50459,  -0.05778,   0.39899,   0.26713,   0.40070,   0.39899
   0.65350,  -0.01695,   0.39394,   0.24699,   0.37049,   0.39394
   0.48913,   0.02075,   0.40404,   0.33969,   0.50954,   0.40404
   0.46332,   0.08642,   0.43939,   0.39530,   0.59295,   0.43939
   0.52928,   0.00000,   0.39899,   0.32993,   0.49489,   0.39899
   0.53505,  -0.03448,   0.31818,   0.30759,   0.46138,   0.31818
