   0.97206,   0.82794,   0.91418,   0.91751,   0.91676
   0.97091,   0.81776,   0.90887,   0.91237,   0.91244
   0.96763,   0.81795,   0.90887,   0.91154,   0.91218
   0.97048,   0.81476,   0.90745,   0.91172,   0.91145
   0.97251,   0.82177,   0.91082,   0.91291,   0.91329
   0.97073,   0.81813,   0.90922,   0.91201,   0.91147
   0.96809,   0.81916,   0.90957,   0.91216,   0.91218
   0.97117,   0.82216,   0.91117,   0.91548,   0.91510
   0.97018,   0.83228,   0.91613,   0.91846,   0.91848
   0.96998,   0.80958,   0.90461,   0.90769,   0.90881
   0.96897,   0.81799,   0.90904,   0.91268,   0.91248
   0.96712,   0.80561,   0.90284,   0.90618,   0.90605
   0.96960,   0.81726,   0.90851,   0.91157,   0.91226
   0.96824,   0.82204,   0.91117,   0.91459,   0.91403
   0.97073,   0.82528,   0.91259,   0.91515,   0.91543
   0.96721,   0.82305,   0.91152,   0.91421,   0.91421
   0.97247,   0.83072,   0.91543,   0.91841,   0.91813
   0.96863,   0.81360,   0.90674,   0.91020,   0.91051
   0.97073,   0.81263,   0.90621,   0.90972,   0.91028
   0.97027,   0.82069,   0.91046,   0.91404,   0.91359
   0.96939,   0.82192,   0.91099,   0.91372,   0.91357
   0.96818,   0.80710,   0.90337,   0.90612,   0.90726
   0.96870,   0.81370,   0.90691,   0.91042,   0.91016
   0.96886,   0.82140,   0.91082,   0.91342,   0.91299
   0.97311,   0.82586,   0.91294,   0.91650,   0.91645
   0.96984,   0.82350,   0.91170,   0.91430,   0.91456
   0.96576,   0.81257,   0.90621,   0.90917,   0.90959
   0.97116,   0.81334,   0.90656,   0.91030,   0.91087
   0.97360,   0.83279,   0.91667,   0.92032,   0.91937
   0.97296,   0.82443,   0.91223,   0.91458,   0.91449
   0.97182,   0.82209,   0.91099,   0.91363,   0.91389
   0.96814,   0.81855,   0.90940,   0.91187,   0.91143
   0.96595,   0.81668,   0.90833,   0.91121,   0.91125
   0.96809,   0.81474,   0.90727,   0.90988,   0.91043
   0.96855,   0.80977,   0.90496,   0.90873,   0.90842
   0.96752,   0.81372,   0.90674,   0.90963,   0.91031
   0.96698,   0.80414,   0.90213,   0.90462,   0.90441
   0.97182,   0.82251,   0.91117,   0.91339,   0.91390
   0.97051,   0.82791,   0.91418,   0.91754,   0.91675
   0.96828,   0.80603,   0.90301,   0.90634,   0.90634
   0.96822,   0.82442,   0.91223,   0.91442,   0.91432
   0.96906,   0.81217,   0.90603,   0.90862,   0.90890
   0.97296,   0.81715,   0.90851,   0.91149,   0.91181
   0.96913,   0.81452,   0.90727,   0.91061,   0.91057
   0.96725,   0.80967,   0.90496,   0.90943,   0.90895
