   0.85000,   0.45000,   0.72500,   0.72556,   0.72556,   0.72500,   0.72500
   0.87750,   0.70000,   0.85000,   0.85354,   0.85354,   0.85000,   0.85000
   0.90750,   0.65000,   0.82500,   0.82581,   0.82581,   0.82500,   0.82500
   0.94750,   0.75000,   0.87500,   0.90000,   0.90000,   0.87500,   0.87500
   0.88920,   0.57895,   0.78947,   0.78947,   0.78947,   0.78947,   0.78947
