   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
   0.00171,  -0.97324,   0.01338,   0.01329,   0.01329,   0.01338
   0.00742,  -0.90635,   0.04682,   0.04650,   0.04650,   0.04682
   0.30311,  -0.05351,   0.47324,   0.36793,   0.36793,   0.47324
   0.00398,  -0.95987,   0.02007,   0.01972,   0.01972,   0.02007
   0.98636,   0.90301,   0.95151,   0.95175,   0.95175,   0.95151
   0.00202,  -0.96321,   0.01839,   0.01826,   0.01826,   0.01839
   0.99699,   0.93645,   0.96823,   0.96975,   0.96975,   0.96823
   0.04433,   0.00669,   0.50334,   0.56335,   0.56335,   0.50334
   0.99945,   0.97324,   0.98662,   0.98671,   0.98671,   0.98662
   0.13324,  -0.08027,   0.45987,   0.23955,   0.23955,   0.45987
   0.93454,   0.01003,   0.50502,   0.75126,   0.75126,   0.50502
   0.01209,  -0.89967,   0.05017,   0.04918,   0.04918,   0.05017
   0.00988,  -0.88629,   0.05686,   0.05398,   0.05398,   0.05686
   0.11283,  -0.05351,   0.47324,   0.35962,   0.35962,   0.47324
   0.00510,  -0.95987,   0.02007,   0.02007,   0.02007,   0.02007
   0.57457,   0.01338,   0.50669,   0.56422,   0.56422,   0.50669
   0.00268,  -0.91639,   0.04181,   0.03908,   0.03908,   0.04181
   0.67507,   0.08027,   0.54013,   0.64130,   0.64130,   0.54013
   0.23484,  -0.01003,   0.49498,   0.41539,   0.41539,   0.49498
   0.36529,  -0.00669,   0.49666,   0.41582,   0.41582,   0.49666
   0.00240,  -0.93645,   0.03177,   0.03173,   0.03173,   0.03177
   0.99554,   0.94983,   0.97492,   0.97518,   0.97518,   0.97492
   0.00016,  -0.98997,   0.00502,   0.00501,   0.00501,   0.00502
   0.34794,  -0.02676,   0.48662,   0.40562,   0.40562,   0.48662
   0.44351,  -0.02007,   0.48997,   0.37244,   0.37244,   0.48997
   0.25698,   0.02676,   0.51338,   0.61456,   0.61456,   0.51338
   0.98930,   0.88963,   0.94482,   0.94594,   0.94594,   0.94482
   0.00787,  -0.90635,   0.04682,   0.04552,   0.04552,   0.04682
   0.83863,  -0.00334,   0.49833,   0.46386,   0.46386,   0.49833
   0.00214,  -0.97993,   0.01003,   0.01003,   0.01003,   0.01003
   0.57957,   0.04013,   0.52007,   0.62063,   0.62063,   0.52007
   0.00463,  -0.94649,   0.02676,   0.02657,   0.02657,   0.02676
   0.99796,   0.96656,   0.98328,   0.98336,   0.98336,   0.98328
   0.01669,  -0.88629,   0.05686,   0.05668,   0.05668,   0.05686
   0.71131,  -0.01003,   0.49498,   0.44103,   0.44103,   0.49498
   0.84553,   0.01672,   0.50836,   0.56795,   0.56795,   0.50836
   0.79444,   0.09365,   0.54682,   0.71829,   0.71829,   0.54682
   0.99276,   0.93311,   0.96656,   0.96664,   0.96664,   0.96656
   0.34137,  -0.02007,   0.48997,   0.43969,   0.43969,   0.48997
   0.88271,   0.01672,   0.50836,   0.68069,   0.68069,   0.50836
   0.01042,  -0.88629,   0.05686,   0.05348,   0.05348,   0.05686
   0.67842,  -0.17057,   0.41472,   0.30562,   0.30562,   0.41472
   0.23212,  -0.00669,   0.49666,   0.24916,   0.24916,   0.49666
   0.47642,   0.03010,   0.51505,   0.65386,   0.65386,   0.51505
   0.43883,  -0.02341,   0.48829,   0.40487,   0.40487,   0.48829
   0.98536,   0.85953,   0.92977,   0.93170,   0.93170,   0.92977
   0.72045,  -0.00669,   0.49666,   0.47830,   0.47830,   0.49666
