   0.97773,   0.84564,   0.92287,   0.92468,   0.92442
   0.97851,   0.84303,   0.92163,   0.92443,   0.92394
   0.97992,   0.85224,   0.92606,   0.92774,   0.92818
   0.97704,   0.84507,   0.92252,   0.92560,   0.92569
   0.97334,   0.83133,   0.91560,   0.91888,   0.91923
   0.97788,   0.84316,   0.92163,   0.92392,   0.92368
   0.98216,   0.84572,   0.92287,   0.92669,   0.92663
   0.97988,   0.85105,   0.92553,   0.92715,   0.92711
   0.97450,   0.84576,   0.92287,   0.92545,   0.92549
   0.97661,   0.83698,   0.91844,   0.92061,   0.92092
   0.97717,   0.84612,   0.92305,   0.92629,   0.92636
   0.98003,   0.86002,   0.92996,   0.93219,   0.93253
   0.97609,   0.83698,   0.91844,   0.92090,   0.92120
   0.97484,   0.83552,   0.91791,   0.92082,   0.92024
   0.98199,   0.85105,   0.92553,   0.92754,   0.92751
   0.97425,   0.83184,   0.91596,   0.91800,   0.91782
   0.97895,   0.85112,   0.92553,   0.92813,   0.92831
   0.97547,   0.84810,   0.92411,   0.92642,   0.92612
   0.97903,   0.84172,   0.92092,   0.92365,   0.92335
   0.97991,   0.84278,   0.92128,   0.92414,   0.92497
   0.97655,   0.83495,   0.91738,   0.91993,   0.92059
   0.97753,   0.84798,   0.92394,   0.92610,   0.92648
   0.97780,   0.85033,   0.92518,   0.92783,   0.92777
   0.98058,   0.85092,   0.92553,   0.92806,   0.92771
   0.97905,   0.84410,   0.92216,   0.92498,   0.92450
   0.97659,   0.83787,   0.91879,   0.92129,   0.92241
   0.98207,   0.85733,   0.92872,   0.93084,   0.93055
   0.97927,   0.85359,   0.92677,   0.92864,   0.92876
   0.97837,   0.84639,   0.92340,   0.92614,   0.92536
   0.97483,   0.83589,   0.91791,   0.92085,   0.92107
   0.97952,   0.84704,   0.92358,   0.92546,   0.92517
   0.97677,   0.84983,   0.92500,   0.92787,   0.92746
   0.97503,   0.84447,   0.92216,   0.92429,   0.92481
   0.97925,   0.84483,   0.92234,   0.92453,   0.92506
   0.97632,   0.84105,   0.92057,   0.92346,   0.92325
   0.97911,   0.84838,   0.92411,   0.92549,   0.92616
   0.97903,   0.84937,   0.92482,   0.92788,   0.92727
   0.97617,   0.84264,   0.92128,   0.92342,   0.92367
   0.97834,   0.84033,   0.92021,   0.92336,   0.92314
   0.97941,   0.85988,   0.92996,   0.93245,   0.93232
   0.98178,   0.85014,   0.92500,   0.92700,   0.92752
   0.97894,   0.84052,   0.92039,   0.92485,   0.92427
   0.97639,   0.83490,   0.91738,   0.91941,   0.91988
   0.97697,   0.84909,   0.92465,   0.92671,   0.92629
   0.97890,   0.85214,   0.92606,   0.92800,   0.92803
   0.97620,   0.82854,   0.91418,   0.91768,   0.91816
   0.97815,   0.84964,   0.92482,   0.92686,   0.92684
   0.97937,   0.84284,   0.92145,   0.92459,   0.92442
   0.97888,   0.84778,   0.92394,   0.92620,   0.92598
   0.97790,   0.85143,   0.92571,   0.92729,   0.92732
   0.97989,   0.86142,   0.93085,   0.93321,   0.93259
   0.97756,   0.84077,   0.92039,   0.92305,   0.92303
   0.97979,   0.85400,   0.92695,   0.92932,   0.92967
   0.97693,   0.84237,   0.92110,   0.92308,   0.92372
   0.97680,   0.83858,   0.91933,   0.92256,   0.92238
   0.97910,   0.84218,   0.92110,   0.92304,   0.92299
   0.97451,   0.83150,   0.91578,   0.91847,   0.91832
   0.97588,   0.83364,   0.91684,   0.91961,   0.91949
   0.98122,   0.86005,   0.92996,   0.93217,   0.93264
   0.97869,   0.85457,   0.92730,   0.92970,   0.92958
   0.97684,   0.84810,   0.92411,   0.92726,   0.92695
   0.97754,   0.84067,   0.92039,   0.92316,   0.92289
   0.97797,   0.84412,   0.92199,   0.92467,   0.92514
   0.97887,   0.84115,   0.92057,   0.92246,   0.92249
   0.97955,   0.84932,   0.92465,   0.92673,   0.92683
   0.97895,   0.84587,   0.92287,   0.92490,   0.92532
   0.97747,   0.84707,   0.92358,   0.92675,   0.92650
   0.97986,   0.85503,   0.92748,   0.92958,   0.92979
   0.97820,   0.84582,   0.92305,   0.92604,   0.92544
   0.97558,   0.83909,   0.91950,   0.92183,   0.92207
   0.97645,   0.83503,   0.91755,   0.92027,   0.92010
   0.97844,   0.84047,   0.92021,   0.92278,   0.92290
   0.97720,   0.84498,   0.92252,   0.92450,   0.92436
   0.98000,   0.85258,   0.92624,   0.92824,   0.92858
   0.97505,   0.84179,   0.92092,   0.92385,   0.92372
   0.97987,   0.85139,   0.92571,   0.92826,   0.92819
   0.97730,   0.84300,   0.92145,   0.92383,   0.92411
   0.97902,   0.84693,   0.92340,   0.92610,   0.92651
   0.97920,   0.84969,   0.92482,   0.92718,   0.92730
   0.97834,   0.84330,   0.92181,   0.92480,   0.92416
   0.97967,   0.85266,   0.92624,   0.92774,   0.92857
   0.98031,   0.84068,   0.92039,   0.92329,   0.92304
   0.97906,   0.84925,   0.92465,   0.92761,   0.92750
   0.97882,   0.85429,   0.92730,   0.92929,   0.92868
   0.97682,   0.84551,   0.92270,   0.92534,   0.92574
   0.97423,   0.83563,   0.91773,   0.92068,   0.92118
   0.97845,   0.85133,   0.92571,   0.92802,   0.92780
   0.97572,   0.83981,   0.91986,   0.92235,   0.92262
   0.97680,   0.84171,   0.92110,   0.92418,   0.92331
   0.97879,   0.84766,   0.92376,   0.92568,   0.92621
   0.97912,   0.85263,   0.92624,   0.92765,   0.92833
   0.97828,   0.84616,   0.92305,   0.92491,   0.92509
   0.97769,   0.84254,   0.92128,   0.92374,   0.92371
   0.97825,   0.84986,   0.92500,   0.92740,   0.92707
   0.97849,   0.85225,   0.92624,   0.92960,   0.92906
   0.97978,   0.85303,   0.92660,   0.92945,   0.92905
   0.97740,   0.84689,   0.92340,   0.92593,   0.92618
   0.97438,   0.84074,   0.92039,   0.92297,   0.92288
   0.97928,   0.84967,   0.92482,   0.92694,   0.92703
   0.97956,   0.84190,   0.92092,   0.92350,   0.92367
   0.97597,   0.85033,   0.92518,   0.92769,   0.92763
   0.97844,   0.83623,   0.91809,   0.92007,   0.92023
   0.97637,   0.84126,   0.92057,   0.92299,   0.92341
   0.97623,   0.83921,   0.91968,   0.92167,   0.92136
   0.98069,   0.85812,   0.92908,   0.93194,   0.93183
   0.97761,   0.83992,   0.91986,   0.92206,   0.92280
   0.97638,   0.83590,   0.91809,   0.92071,   0.92018
   0.97985,   0.85021,   0.92518,   0.92813,   0.92777
   0.97970,   0.85393,   0.92695,   0.92896,   0.92903
   0.97668,   0.84368,   0.92181,   0.92420,   0.92440
   0.97261,   0.83710,   0.91862,   0.92175,   0.92144
   0.97900,   0.85285,   0.92642,   0.92831,   0.92835
   0.97860,   0.84869,   0.92429,   0.92587,   0.92627
   0.97870,   0.84846,   0.92429,   0.92706,   0.92677
   0.97457,   0.83763,   0.91879,   0.92150,   0.92162
   0.97700,   0.83507,   0.91755,   0.92071,   0.92061
   0.97693,   0.84759,   0.92376,   0.92561,   0.92586
   0.97856,   0.84538,   0.92270,   0.92440,   0.92438
   0.97804,   0.84651,   0.92323,   0.92575,   0.92592
   0.97708,   0.84277,   0.92145,   0.92473,   0.92439
